fuel_purchase_id,trip_id,truck_id,driver_id,purchase_date,location_city,location_state,gallons,price_per_gallon,total_cost,fuel_card_number
FUEL00191690,TRIP00003857,TRK00098,DRV00004,2022-02-18 03:00:00,Nashville,TX,93.1,4.717,439.15,FC747802
FUEL00191691,TRIP00065952,TRK00091,DRV00078,2024-04-28 10:00:00,Indianapolis,WA,61.1,3.919,239.45,FC694125
FUEL00191692,TRIP00005948,TRK00040,DRV00064,2022-03-19 05:00:00,Charlotte,TX,189.2,4.672,883.94,FC106405
FUEL00191693,TRIP00024043,TRK00098,DRV00130,2022-11-03 23:00:00,Nashville,OR,68.7,4.488,308.33,FC158599
FUEL00191694,TRIP00035433,TRK00107,DRV00122,2023-03-29 08:00:00,Kansas City,GA,104.0,4.082,424.53,FC448112
FUEL00191695,TRIP00081136,TRK00051,DRV00102,2024-11-06 16:00:00,Denver,UT,86.3,3.692,318.62,FC476982
FUEL00191696,TRIP00011945,TRK00035,DRV00100,2022-06-05 23:00:00,Detroit,WA,73.2,3.978,291.19,FC772078
FUEL00191697,TRIP00065956,TRK00080,DRV00117,2024-04-28 16:00:00,Houston,CA,189.9,3.805,722.57,FC170910
FUEL00191698,TRIP00027773,,DRV00125,2022-12-23 14:00:00,Miami,MI,195.1,4.912,958.33,FC958073
FUEL00191699,TRIP00074015,TRK00052,DRV00009,2024-08-10 16:00:00,Memphis,PA,147.9,3.478,514.4,FC564667
FUEL00191700,TRIP00016942,TRK00065,DRV00056,2022-08-06 00:00:00,Memphis,MO,89.6,4.998,447.82,FC165769
FUEL00191701,TRIP00056531,TRK00095,DRV00083,2023-12-30 17:00:00,Las Vegas,OR,105.0,3.681,386.5,FC340118
FUEL00191702,TRIP00047957,TRK00114,DRV00091,2023-09-09 17:00:00,Oklahoma City,AZ,79.6,3.45,274.62,FC821850
FUEL00191703,TRIP00076734,TRK00019,DRV00066,2024-09-13 21:00:00,Omaha,PA,158.7,4.142,657.34,FC788286
FUEL00191704,TRIP00041009,TRK00107,DRV00037,2023-06-11 11:00:00,Las Vegas,OH,55.8,3.303,184.31,FC998346
FUEL00191705,TRIP00080700,TRK00084,DRV00074,2024-11-02 10:00:00,Milwaukee,TN,88.5,3.291,291.25,FC764533
FUEL00191706,TRIP00025906,TRK00093,DRV00107,2022-11-27 21:00:00,Chicago,UT,137.5,4.318,593.72,FC433954
FUEL00191707,TRIP00048170,TRK00057,DRV00092,2023-09-12 16:00:00,Los Angeles,NC,105.8,4.065,430.08,FC831002
FUEL00191708,TRIP00051170,TRK00039,DRV00003,2023-10-22 16:00:00,Salt Lake City,AZ,125.3,3.544,444.06,FC798802
FUEL00191709,TRIP00047786,TRK00012,DRV00045,2023-09-08 09:00:00,Memphis,NV,182.6,4.195,766.01,FC856447
FUEL00191710,TRIP00006154,TRK00110,DRV00145,2022-03-21 22:00:00,Portland,AZ,54.2,4.79,259.62,FC278700
FUEL00191711,TRIP00080183,TRK00064,DRV00014,2024-10-27 22:00:00,Kansas City,FL,198.5,4.096,813.06,FC505348
FUEL00191712,TRIP00057608,TRK00002,,2024-01-13 02:00:00,Portland,GA,147.1,3.521,517.94,FC439454
FUEL00191713,TRIP00006854,TRK00111,DRV00054,2022-03-31 03:00:00,Kansas City,AZ,72.4,3.842,278.16,FC519111
FUEL00191714,TRIP00083863,TRK00061,DRV00122,2024-12-11 22:00:00,Chicago,MO,71.3,3.939,280.85,FC494926
FUEL00191715,TRIP00065859,TRK00030,DRV00110,2024-04-26 13:00:00,Las Vegas,NV,151.0,3.541,534.69,FC618523
FUEL00191716,TRIP00017703,TRK00078,DRV00144,2022-08-15 18:00:00,Minneapolis,NV,131.4,4.627,607.99,FC829160
FUEL00191717,TRIP00074717,TRK00067,DRV00066,2024-08-17 10:00:00,Minneapolis,MI,179.1,4.088,732.16,FC374180
FUEL00191718,TRIP00052191,TRK00051,DRV00148,2023-11-02 03:00:00,Denver,IL,154.2,3.332,513.79,FC134592
FUEL00191719,TRIP00074129,TRK00120,DRV00069,2024-08-11 23:00:00,Los Angeles,IL,116.7,3.736,435.99,FC882904
FUEL00191720,TRIP00079152,,DRV00117,2024-10-12 05:00:00,Nashville,MN,195.4,3.579,699.34,FC350909
FUEL00191721,TRIP00067133,TRK00107,DRV00065,2024-05-14 12:00:00,Minneapolis,TN,145.7,3.69,537.63,FC783540
FUEL00191722,TRIP00084725,TRK00068,DRV00127,2024-12-22 01:00:00,Los Angeles,NV,160.9,3.929,632.18,FC258400
FUEL00191723,TRIP00026562,TRK00112,DRV00144,2022-12-06 03:00:00,Atlanta,WA,132.4,4.305,569.98,FC496700
FUEL00191724,TRIP00001065,TRK00026,DRV00016,2022-01-16 19:00:00,Oklahoma City,AZ,90.5,4.631,419.11,FC849508
FUEL00191725,TRIP00032927,TRK00069,DRV00065,2023-02-26 00:00:00,Houston,NV,124.1,4.006,497.14,FC164466
FUEL00191726,TRIP00024104,TRK00024,DRV00097,2022-11-03 16:00:00,Charlotte,OK,121.4,4.773,579.44,FC186467
FUEL00191727,TRIP00062804,TRK00079,DRV00077,2024-03-19 19:00:00,Memphis,PA,156.7,3.437,538.58,FC404854
FUEL00191728,TRIP00073297,TRK00049,DRV00016,2024-07-30 10:00:00,New York,CO,162.9,3.737,608.76,FC381012
FUEL00191729,TRIP00068207,TRK00044,DRV00111,2024-05-27 16:00:00,Nashville,NY,120.6,3.658,441.15,FC633925
FUEL00191730,TRIP00061670,TRK00120,DRV00113,2024-03-05 04:00:00,Minneapolis,NY,165.6,3.205,530.75,FC464105
FUEL00191731,TRIP00020169,TRK00070,DRV00034,2022-09-15 12:00:00,Columbus,PA,111.1,3.824,424.85,FC123895
FUEL00191732,TRIP00080682,TRK00039,DRV00101,2024-10-31 12:00:00,Kansas City,GA,170.6,3.265,557.01,FC583200
FUEL00191733,TRIP00058032,TRK00004,DRV00050,2024-01-18 03:00:00,Indianapolis,TN,197.3,3.213,633.92,FC105134
FUEL00191734,TRIP00034891,TRK00083,DRV00114,2023-03-23 23:00:00,Columbus,OH,62.5,3.381,211.31,FC325253
FUEL00191735,TRIP00004953,TRK00084,DRV00118,2022-03-05 01:00:00,Detroit,UT,94.8,4.579,434.09,FC891008
FUEL00191736,TRIP00025753,TRK00091,DRV00011,2022-11-25 21:00:00,Memphis,OK,55.7,4.433,246.92,FC162358
FUEL00191737,TRIP00075714,TRK00010,DRV00061,2024-08-30 11:00:00,Denver,NY,128.6,3.338,429.27,FC474470
FUEL00191738,TRIP00038586,TRK00010,DRV00070,2023-05-10 14:00:00,Philadelphia,OK,124.1,4.211,522.59,FC731153
FUEL00191739,TRIP00040150,TRK00030,DRV00111,2023-05-30 06:00:00,Houston,WA,150.2,3.845,577.52,FC979916
FUEL00191740,TRIP00056139,TRK00030,DRV00112,2023-12-25 19:00:00,Seattle,OK,71.9,3.501,251.72,FC419683
FUEL00191741,TRIP00013170,TRK00095,DRV00057,2022-06-20 05:00:00,Chicago,TN,178.5,3.826,682.94,FC448369
FUEL00191742,TRIP00017122,TRK00001,DRV00118,2022-08-08 08:00:00,Minneapolis,TX,121.4,3.643,442.26,FC534216
FUEL00191743,TRIP00051650,TRK00012,DRV00134,2023-10-27 16:00:00,Seattle,NE,66.7,3.307,220.58,FC951687
FUEL00191744,TRIP00034175,TRK00051,DRV00127,2023-03-13 05:00:00,Dallas,MO,107.9,4.349,469.26,FC404611
FUEL00191745,TRIP00053834,TRK00041,DRV00134,2023-11-25 03:00:00,Memphis,OR,56.8,3.817,216.81,FC814150
FUEL00191746,TRIP00049247,TRK00014,DRV00074,2023-09-27 00:00:00,Nashville,NC,114.3,3.362,384.28,FC572623
FUEL00191747,TRIP00020885,TRK00043,DRV00053,2022-09-26 16:00:00,Dallas,TX,186.9,3.423,639.76,FC556933
FUEL00191748,TRIP00023388,TRK00040,DRV00013,2022-10-26 18:00:00,Dallas,GA,60.6,3.48,210.89,FC908549
FUEL00191749,TRIP00074742,TRK00040,DRV00125,2024-08-19 00:00:00,Los Angeles,MI,69.3,3.825,265.07,FC105394
FUEL00191750,TRIP00031753,TRK00057,DRV00029,2023-02-12 17:00:00,Philadelphia,FL,181.4,4.239,768.95,FC508915
FUEL00191751,TRIP00044941,TRK00018,DRV00033,2023-08-01 09:00:00,Memphis,MN,198.0,4.251,841.7,FC975905
FUEL00191752,TRIP00018796,TRK00013,DRV00145,2022-08-30 15:00:00,Charlotte,OH,136.3,4.057,552.97,FC634473
FUEL00191753,TRIP00050410,TRK00114,DRV00018,2023-10-12 08:00:00,Columbus,MN,191.7,3.948,756.83,FC978971
FUEL00191754,TRIP00076894,TRK00025,DRV00083,2024-09-13 01:00:00,Phoenix,OK,53.1,3.713,197.16,FC280066
FUEL00191755,TRIP00072124,TRK00029,DRV00006,2024-07-16 19:00:00,Omaha,FL,117.2,3.19,373.87,FC389127
FUEL00191756,TRIP00015467,TRK00041,DRV00037,2022-07-17 20:00:00,Columbus,NC,136.1,4.362,593.67,FC528650
FUEL00191757,TRIP00046568,TRK00084,DRV00049,2023-08-21 02:00:00,Seattle,FL,131.4,3.955,519.69,FC433389
FUEL00191758,TRIP00071119,TRK00105,DRV00044,2024-07-02 13:00:00,Oklahoma City,PA,139.7,4.026,562.43,FC831105
FUEL00191759,TRIP00016603,TRK00106,DRV00126,2022-08-03 23:00:00,Columbus,NC,66.6,3.699,246.35,FC779426
FUEL00191760,TRIP00010850,TRK00106,DRV00037,2022-05-20 06:00:00,Columbus,WA,72.2,4.412,318.55,FC823066
FUEL00191761,TRIP00057482,TRK00054,DRV00056,2024-01-11 14:00:00,Atlanta,GA,96.5,3.687,355.8,FC948386
FUEL00191762,TRIP00084911,TRK00105,DRV00082,2024-12-26 05:00:00,Philadelphia,MI,87.2,3.351,292.21,FC392645
FUEL00191763,TRIP00075221,TRK00001,DRV00097,2024-08-23 22:00:00,Portland,OK,102.8,3.434,353.02,FC748588
FUEL00191764,TRIP00046570,TRK00068,DRV00127,2023-08-22 10:00:00,Indianapolis,TN,103.8,4.098,425.37,FC781207
FUEL00191765,TRIP00074555,TRK00065,DRV00101,2024-08-15 18:00:00,Milwaukee,AZ,126.3,3.647,460.62,FC993993
FUEL00191766,TRIP00044079,TRK00089,DRV00150,2023-07-23 00:00:00,Milwaukee,NY,184.8,4.41,814.97,FC354373
FUEL00191767,TRIP00070841,TRK00006,DRV00104,2024-06-30 04:00:00,Minneapolis,GA,185.5,3.695,685.42,FC515722
FUEL00191768,TRIP00039142,TRK00031,DRV00059,2023-05-19 10:00:00,Kansas City,NY,192.7,3.365,648.44,FC563749
FUEL00191769,TRIP00037039,TRK00001,DRV00118,2023-04-19 15:00:00,New York,AZ,57.8,3.518,203.34,FC219383
FUEL00191770,TRIP00063751,TRK00011,DRV00054,2024-03-30 09:00:00,Portland,TX,122.4,3.406,416.89,FC358958
FUEL00191771,TRIP00033610,TRK00061,DRV00149,2023-03-08 21:00:00,Dallas,NY,90.9,3.531,320.97,FC406520
FUEL00191772,TRIP00078369,TRK00036,,2024-10-04 22:00:00,Portland,IL,112.3,3.315,372.27,FC530440
FUEL00191773,TRIP00049536,TRK00073,DRV00129,2023-10-01 06:00:00,Kansas City,PA,100.2,3.61,361.72,FC793417
FUEL00191774,TRIP00059608,TRK00085,DRV00130,2024-02-08 21:00:00,Phoenix,UT,75.6,3.853,291.29,FC941508
FUEL00191775,TRIP00052604,TRK00063,DRV00022,2023-11-09 17:00:00,Milwaukee,MO,56.8,4.299,244.18,FC673024
FUEL00191776,TRIP00036799,TRK00035,DRV00014,2023-04-18 15:00:00,Omaha,OH,114.3,4.166,476.17,FC717071
FUEL00191777,TRIP00055067,TRK00065,DRV00064,2023-12-10 20:00:00,Dallas,PA,111.5,4.213,469.75,FC286816
FUEL00191778,TRIP00029117,TRK00068,DRV00132,2023-01-09 10:00:00,Houston,OH,80.7,4.413,356.13,FC222931
FUEL00191779,TRIP00027968,TRK00080,DRV00101,2022-12-23 07:00:00,Philadelphia,TN,111.2,4.543,505.18,FC776634
FUEL00191780,TRIP00040237,TRK00014,DRV00084,2023-06-03 00:00:00,Charlotte,NC,80.1,3.451,276.43,FC998905
FUEL00191781,TRIP00075371,TRK00059,DRV00111,2024-08-25 05:00:00,Atlanta,GA,134.7,3.301,444.64,FC922146
FUEL00191782,TRIP00011425,TRK00113,DRV00003,2022-05-26 01:00:00,Salt Lake City,CO,123.3,3.451,425.51,FC965077
FUEL00191783,TRIP00032245,TRK00113,DRV00095,2023-02-17 01:00:00,Kansas City,TX,110.6,4.376,483.99,FC763297
FUEL00191784,TRIP00051399,TRK00111,DRV00066,2023-10-23 21:00:00,Salt Lake City,OK,110.8,4.139,458.6,FC698125
FUEL00191785,TRIP00026346,TRK00064,DRV00006,2022-12-02 22:00:00,Columbus,NV,52.5,3.76,197.4,FC676431
FUEL00191786,TRIP00073212,TRK00096,DRV00098,2024-07-28 18:00:00,Oklahoma City,NC,190.5,4.021,766.0,FC951174
FUEL00191787,TRIP00036133,TRK00076,DRV00149,2023-04-08 13:00:00,Denver,UT,65.8,3.9,256.62,FC257185
FUEL00191788,TRIP00057709,TRK00064,DRV00118,2024-01-14 00:00:00,Seattle,WI,158.9,3.284,521.83,FC995659
FUEL00191789,TRIP00020044,TRK00073,DRV00010,2022-09-15 22:00:00,Chicago,MI,105.8,4.615,488.27,FC385946
FUEL00191790,TRIP00065736,TRK00105,DRV00054,2024-04-26 18:00:00,Seattle,NY,158.5,4.122,653.34,FC524143
FUEL00191791,TRIP00083438,TRK00045,DRV00062,2024-12-05 05:00:00,Columbus,OR,78.9,3.673,289.8,FC996358
FUEL00191792,TRIP00075791,TRK00010,DRV00143,2024-08-31 04:00:00,Miami,IN,76.7,3.49,267.68,FC877835
FUEL00191793,TRIP00070084,TRK00062,DRV00141,2024-06-20 10:00:00,Columbus,NE,155.1,3.657,567.2,FC687875
FUEL00191794,TRIP00017227,TRK00048,DRV00034,2022-08-10 07:00:00,Charlotte,NV,175.0,3.682,644.35,FC986147
FUEL00191795,TRIP00012620,TRK00071,DRV00056,2022-06-12 16:00:00,Omaha,NC,117.8,3.76,442.93,FC721176
FUEL00191796,TRIP00022989,TRK00051,DRV00095,2022-10-20 17:00:00,Chicago,TN,61.7,4.223,260.56,FC463167
FUEL00191797,TRIP00018342,TRK00020,DRV00071,2022-08-22 18:00:00,Miami,TN,168.6,4.74,799.16,FC488438
FUEL00191798,TRIP00064702,TRK00002,DRV00017,2024-04-12 15:00:00,Omaha,NY,166.6,3.558,592.76,FC653111
FUEL00191799,TRIP00024255,TRK00011,DRV00022,2022-11-07 17:00:00,Dallas,NY,75.0,3.595,269.62,FC384600
FUEL00191800,TRIP00027067,TRK00055,DRV00094,2022-12-14 12:00:00,Los Angeles,OH,137.1,3.975,544.97,FC360581
FUEL00191801,TRIP00041821,TRK00001,DRV00050,2023-06-22 07:00:00,Chicago,TX,127.0,4.001,508.13,FC347634
FUEL00191802,TRIP00031135,TRK00084,DRV00060,2023-02-02 09:00:00,Atlanta,NC,76.6,3.347,256.38,FC361416
FUEL00191803,TRIP00029718,TRK00025,DRV00005,2023-01-15 02:00:00,Dallas,MO,87.1,4.182,364.25,FC976042
FUEL00191804,TRIP00061047,TRK00029,DRV00077,2024-02-25 12:00:00,Miami,TN,117.4,3.928,461.15,FC835243
FUEL00191805,TRIP00017594,TRK00093,,2022-08-15 18:00:00,Minneapolis,IL,56.9,4.294,244.33,FC776563
FUEL00191806,TRIP00011246,,DRV00095,2022-05-25 16:00:00,Las Vegas,OR,167.7,4.172,699.64,FC926589
FUEL00191807,TRIP00060530,TRK00011,DRV00003,2024-02-19 21:00:00,Houston,IL,77.5,3.373,261.41,FC637836
FUEL00191808,TRIP00013584,TRK00043,DRV00107,2022-06-25 07:00:00,Indianapolis,WA,71.6,4.556,326.21,FC435851
FUEL00191809,TRIP00054444,TRK00001,DRV00111,2023-12-01 19:00:00,New York,WI,94.4,3.841,362.59,FC183084
FUEL00191810,TRIP00022209,TRK00097,DRV00142,2022-10-13 11:00:00,Atlanta,TN,89.7,4.823,432.62,FC507569
FUEL00191811,TRIP00063135,TRK00105,DRV00047,2024-03-24 21:00:00,Salt Lake City,OK,173.2,3.929,680.5,FC923653
FUEL00191812,TRIP00022672,TRK00012,DRV00111,2022-10-17 06:00:00,Seattle,IL,150.6,4.468,672.88,FC867509
FUEL00191813,TRIP00051298,TRK00063,DRV00028,2023-10-23 06:00:00,Dallas,IL,109.3,3.554,388.45,FC740614
FUEL00191814,TRIP00008549,TRK00069,DRV00075,2022-04-20 22:00:00,Chicago,CO,177.8,3.755,667.64,FC550468
FUEL00191815,TRIP00055722,TRK00107,DRV00006,2023-12-19 01:00:00,Miami,UT,60.0,3.94,236.4,FC325553
FUEL00191816,TRIP00003692,TRK00055,DRV00051,2022-02-18 16:00:00,Nashville,FL,126.7,3.575,452.95,FC835591
FUEL00191817,TRIP00001384,,DRV00047,2022-01-19 14:00:00,Seattle,UT,140.4,4.671,655.81,FC660569
FUEL00191818,TRIP00068153,TRK00096,DRV00092,2024-05-26 09:00:00,New York,WI,180.0,3.454,621.72,FC551232
FUEL00191819,TRIP00063095,TRK00001,DRV00011,2024-03-24 19:00:00,Charlotte,TX,71.1,4.091,290.87,FC306491
FUEL00191820,TRIP00069216,TRK00010,DRV00085,2024-06-09 23:00:00,Columbus,TX,105.9,3.576,378.7,FC438315
FUEL00191821,TRIP00021640,TRK00044,DRV00026,2022-10-04 11:00:00,Las Vegas,CA,96.4,3.454,332.97,FC230386
FUEL00191822,TRIP00057493,TRK00067,DRV00023,2024-01-11 16:00:00,Detroit,WI,100.0,3.409,340.9,FC482495
FUEL00191823,TRIP00067166,TRK00041,DRV00069,2024-05-15 06:00:00,Kansas City,OK,88.6,3.987,353.25,FC817152
FUEL00191824,TRIP00057562,TRK00007,DRV00006,2024-01-13 22:00:00,Seattle,NV,121.3,3.839,465.67,FC292043
FUEL00191825,TRIP00043783,TRK00041,DRV00127,2023-07-18 23:00:00,New York,WA,150.7,4.412,664.89,FC106228
FUEL00191826,TRIP00003825,TRK00069,DRV00077,2022-02-19 11:00:00,Houston,UT,114.3,4.506,515.04,FC221461
FUEL00191827,TRIP00071798,TRK00010,,2024-07-11 16:00:00,Oklahoma City,NE,145.8,3.169,462.04,FC858279
FUEL00191828,TRIP00070493,TRK00082,DRV00146,2024-06-26 07:00:00,Kansas City,IN,173.8,3.659,635.93,FC438314
FUEL00191829,TRIP00035667,TRK00008,DRV00017,2023-04-03 23:00:00,Kansas City,TX,187.2,3.315,620.57,FC832865
FUEL00191830,TRIP00050931,TRK00033,DRV00146,2023-10-17 22:00:00,Atlanta,OH,193.1,4.298,829.94,FC843693
FUEL00191831,TRIP00064313,TRK00079,DRV00045,2024-04-08 04:00:00,Chicago,GA,107.5,3.647,392.05,FC292766
FUEL00191832,TRIP00039778,TRK00103,DRV00101,2023-05-26 07:00:00,Columbus,NE,75.9,3.842,291.61,FC174541
FUEL00191833,TRIP00038083,TRK00016,DRV00111,2023-05-03 15:00:00,Atlanta,MI,102.6,3.337,342.38,FC272201
FUEL00191834,TRIP00019635,TRK00092,DRV00060,2022-09-09 12:00:00,Memphis,FL,86.1,4.203,361.88,FC522443
FUEL00191835,TRIP00049695,TRK00045,DRV00010,2023-10-03 06:00:00,Denver,TX,143.0,3.436,491.35,FC629283
FUEL00191836,TRIP00024481,TRK00020,DRV00036,2022-11-09 21:00:00,Atlanta,NC,143.6,3.48,499.73,FC697606
FUEL00191837,TRIP00070572,TRK00079,DRV00002,2024-06-27 13:00:00,Salt Lake City,TX,186.0,3.253,605.06,FC901284
FUEL00191838,TRIP00055143,TRK00076,DRV00051,2023-12-10 00:00:00,Philadelphia,OK,180.2,3.364,606.19,FC614746
FUEL00191839,TRIP00020120,TRK00062,DRV00050,2022-09-15 06:00:00,Omaha,NY,52.0,4.19,217.88,FC183138
FUEL00191840,TRIP00070580,TRK00107,DRV00051,2024-06-25 00:00:00,Memphis,MI,160.1,3.518,563.23,FC731052
FUEL00191841,TRIP00072285,TRK00049,DRV00014,2024-07-17 13:00:00,Los Angeles,NY,114.9,3.874,445.12,FC205050
FUEL00191842,TRIP00002061,TRK00072,DRV00108,2022-01-26 10:00:00,New York,IL,158.5,4.638,735.12,FC611234
FUEL00191843,TRIP00016387,TRK00009,DRV00039,2022-07-31 11:00:00,Houston,TN,158.1,4.851,766.94,FC342489
FUEL00191844,TRIP00031467,TRK00086,DRV00058,2023-02-07 14:00:00,Milwaukee,IN,113.2,3.435,388.84,FC624914
FUEL00191845,TRIP00009015,TRK00025,DRV00071,2022-04-26 03:00:00,Denver,CA,188.4,4.428,834.24,FC724252
FUEL00191846,TRIP00028836,TRK00061,DRV00023,2023-01-05 10:00:00,Omaha,WA,155.4,3.879,602.8,FC878550
FUEL00191847,TRIP00062071,TRK00080,,2024-03-10 07:00:00,Chicago,CO,168.1,4.121,692.74,FC221000
FUEL00191848,TRIP00051820,TRK00071,DRV00111,2023-10-28 05:00:00,Columbus,MO,100.4,3.831,384.63,FC907112
FUEL00191849,TRIP00018340,TRK00043,DRV00061,2022-08-22 19:00:00,Denver,FL,194.6,4.375,851.38,FC920210
FUEL00191850,TRIP00037230,TRK00063,DRV00015,2023-04-22 07:00:00,Kansas City,AZ,97.0,3.835,372.0,FC703469
FUEL00191851,TRIP00079978,TRK00106,DRV00085,2024-10-22 05:00:00,Indianapolis,WI,108.1,3.31,357.81,FC950685
FUEL00191852,TRIP00004581,TRK00023,DRV00054,2022-02-27 09:00:00,Kansas City,TN,76.6,4.105,314.44,FC375014
FUEL00191853,TRIP00014674,TRK00058,DRV00126,2022-07-07 09:00:00,Philadelphia,MN,167.8,3.622,607.77,FC745083
FUEL00191854,TRIP00070915,TRK00009,DRV00041,2024-06-29 19:00:00,Indianapolis,TN,81.0,3.833,310.47,FC360430
FUEL00191855,TRIP00082712,TRK00086,DRV00002,2024-11-26 13:00:00,Miami,IL,169.8,4.148,704.33,FC889867
FUEL00191856,TRIP00026816,TRK00069,DRV00063,2022-12-08 14:00:00,Portland,CA,131.1,3.543,464.49,FC723638
FUEL00191857,TRIP00065128,TRK00110,DRV00003,2024-04-17 07:00:00,Portland,FL,82.3,4.085,336.2,FC871233
FUEL00191858,TRIP00005549,TRK00096,DRV00112,2022-03-13 11:00:00,Philadelphia,OR,94.3,3.65,344.19,FC401613
FUEL00191859,TRIP00051399,TRK00111,DRV00066,2023-10-24 20:00:00,Phoenix,PA,88.9,3.295,292.93,FC132508
FUEL00191860,TRIP00029162,TRK00011,DRV00079,2023-01-10 10:00:00,Los Angeles,MO,55.7,4.37,243.41,FC403632
FUEL00191861,TRIP00000874,TRK00069,DRV00075,2022-01-13 02:00:00,Minneapolis,WI,131.9,4.325,570.47,FC208734
FUEL00191862,TRIP00063019,TRK00112,DRV00025,2024-03-23 16:00:00,Houston,OH,192.6,3.213,618.82,FC773008
FUEL00191863,TRIP00046329,TRK00018,DRV00065,2023-08-19 02:00:00,Houston,WI,105.3,4.414,464.79,FC444643
FUEL00191864,TRIP00022011,TRK00033,DRV00057,2022-10-08 05:00:00,Chicago,WA,91.4,4.494,410.75,FC966481
FUEL00191865,TRIP00048164,TRK00070,DRV00009,2023-09-13 11:00:00,Atlanta,NE,80.8,4.229,341.7,FC921353
FUEL00191866,TRIP00025031,TRK00008,DRV00118,2022-11-17 06:00:00,Salt Lake City,FL,141.2,4.644,655.73,FC511925
FUEL00191867,TRIP00073909,TRK00098,DRV00141,2024-08-07 17:00:00,Nashville,IN,148.6,4.011,596.03,FC282550
FUEL00191868,TRIP00023913,TRK00064,DRV00064,2022-11-02 15:00:00,Las Vegas,MI,109.9,3.593,394.87,FC946509
FUEL00191869,TRIP00044473,TRK00114,DRV00125,2023-07-27 07:00:00,Miami,NV,192.6,3.782,728.41,FC261070
FUEL00191870,TRIP00008833,TRK00015,DRV00028,2022-04-25 09:00:00,Milwaukee,FL,165.1,4.164,687.48,FC223567
FUEL00191871,TRIP00060679,TRK00013,DRV00080,2024-02-21 00:00:00,Salt Lake City,TN,127.0,3.822,485.39,FC539188
FUEL00191872,TRIP00036931,TRK00025,DRV00147,2023-04-20 11:00:00,Dallas,IL,52.4,4.058,212.64,FC360335
FUEL00191873,TRIP00050701,TRK00015,DRV00088,2023-10-15 20:00:00,Salt Lake City,MO,86.4,4.409,380.94,FC709727
FUEL00191874,TRIP00003001,TRK00092,,2022-02-08 16:00:00,Philadelphia,NY,88.8,3.625,321.9,FC269336
FUEL00191875,TRIP00063385,TRK00044,DRV00150,2024-03-25 10:00:00,Denver,MI,118.1,3.673,433.78,FC619724
FUEL00191876,TRIP00012613,TRK00054,DRV00127,2022-06-12 08:00:00,Memphis,IN,155.2,4.581,710.97,FC122472
FUEL00191877,TRIP00074957,TRK00014,DRV00059,2024-08-20 18:00:00,New York,FL,101.6,3.994,405.79,FC602408
FUEL00191878,TRIP00028156,TRK00007,DRV00081,2022-12-26 00:00:00,Dallas,MO,181.2,4.038,731.69,FC999094
FUEL00191879,TRIP00011172,TRK00029,DRV00105,2022-05-25 15:00:00,Los Angeles,IL,168.7,3.717,627.06,FC284894
FUEL00191880,TRIP00010765,TRK00091,DRV00144,2022-05-19 22:00:00,Denver,MO,70.6,4.94,348.76,FC194806
FUEL00191881,TRIP00059888,TRK00101,DRV00149,2024-02-10 08:00:00,Los Angeles,OK,183.8,3.857,708.92,FC196559
FUEL00191882,TRIP00026923,TRK00007,DRV00102,2022-12-11 16:00:00,Dallas,OH,126.3,4.659,588.43,FC844965
FUEL00191883,TRIP00037912,TRK00049,DRV00117,2023-05-03 02:00:00,Philadelphia,AZ,182.4,3.876,706.98,FC478166
FUEL00191884,TRIP00002918,TRK00071,DRV00009,2022-02-07 04:00:00,Columbus,IL,192.0,3.634,697.73,FC887597
FUEL00191885,TRIP00071090,TRK00020,DRV00081,2024-07-01 16:00:00,Charlotte,NY,62.1,3.947,245.11,FC626389
FUEL00191886,TRIP00037143,,DRV00045,2023-04-22 20:00:00,Oklahoma City,NV,82.3,4.115,338.66,FC317903
FUEL00191887,TRIP00080873,TRK00071,DRV00003,2024-11-03 06:00:00,Phoenix,OK,161.1,3.757,605.25,FC864637
FUEL00191888,TRIP00045795,TRK00098,DRV00125,2023-08-12 16:00:00,Miami,WI,138.6,3.598,498.68,FC315226
FUEL00191889,TRIP00017399,TRK00085,DRV00123,2022-08-11 17:00:00,Denver,GA,84.1,3.659,307.72,FC352881
FUEL00191890,TRIP00064774,TRK00082,DRV00075,2024-04-12 12:00:00,Nashville,WA,186.8,3.655,682.75,FC808744
FUEL00191891,TRIP00015027,TRK00095,DRV00124,2022-07-14 10:00:00,Dallas,AZ,158.5,4.128,654.29,FC389340
FUEL00191892,TRIP00082283,TRK00098,DRV00054,2024-11-22 20:00:00,Dallas,FL,141.3,3.239,457.67,FC318364
FUEL00191893,TRIP00067551,TRK00096,DRV00011,2024-05-18 23:00:00,Charlotte,WI,128.3,3.942,505.76,FC242238
FUEL00191894,TRIP00073395,TRK00116,DRV00032,2024-07-31 06:00:00,Detroit,AZ,97.6,3.356,327.55,FC772527
FUEL00191895,TRIP00024327,TRK00040,DRV00011,2022-11-08 01:00:00,Milwaukee,MN,80.1,4.298,344.27,FC322220
FUEL00191896,TRIP00057259,TRK00001,DRV00128,2024-01-08 16:00:00,Philadelphia,NC,83.2,3.674,305.68,FC805433
FUEL00191897,TRIP00022526,TRK00004,DRV00025,2022-10-18 00:00:00,Chicago,PA,133.3,3.682,490.81,FC611064
FUEL00191898,TRIP00031282,TRK00080,DRV00058,2023-02-06 19:00:00,Seattle,MO,169.7,4.171,707.82,FC469595
